id,text,stars,categoria
953,"Una de las peores experiencias de compra que he tenido. Compré una funda de sofá Casa Sur y faltaban tornillos y tuve que comprarlos por mi cuenta. Además, las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, llegó golpeado por todos lados, el embalaje era pésimo. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",1,textil
954,Muy decepcionado con esta compra. Compré un teclado mecánico Casa Sur y faltaban tornillos y tuve que comprarlos por mi cuenta. Y lo peor: olía fuerte a químico los primeros días.,1,electronica
955,"Realmente una mala experiencia de principio a fin. Compré una cinta LED Casa Sur y no coincide para nada con las medidas publicadas. Por si fuera poco, faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, el envío se demoró casi tres semanas más de lo prometido. Y lo peor: el material se siente mucho más barato de lo que se ve en las fotos. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
956,¡Excelente! La calidad de los materiales superó mis expectativas.,5,iluminacion
957,"Muy recomendado. Llegó antes de lo prometido y muy bien embalado. Y de paso, combina perfecto con el resto de mi decoración.",5,textil
958,"Perfecto, tal cual se describe. Quedó espectacular en el living. Además, es súper fácil de armar, en 10 minutos estaba listo.",5,textil
959,"Esperaba mucho más por el precio que pagué. Compré un velador Bosque Design y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Sumado a eso, se despegó una parte a la semana de uso. Y lo peor: no coincide para nada con las medidas publicadas. Además, el acabado tiene burbujas y marcas de fábrica.",1,mueble
960,Bastante conforme con el producto. Quedó espectacular en el living.,4,textil
961,"No lo recomiendo para nada. Compré una alfombra Cordillera Home y llegó golpeado por todos lados, el embalaje era pésimo. Además, el servicio al cliente no respondió ningún correo. Por si fuera poco, el tamaño real es bastante menor al que aparece en la descripción. Por si fuera poco, venía con una pieza rota dentro de la caja.",1,textil
962,"Una de las peores experiencias de compra que he tenido. Compré una cortina Bosque Design y el servicio al cliente no respondió ningún correo. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. Y lo peor: el color no se parece nada a la foto del sitio. Y lo peor: el material se siente mucho más barato de lo que se ve en las fotos.",1,textil
963,Muy buena compra en general. Se nota el cuidado en los detalles y terminaciones. Lo único es que las instrucciones de armado están mal traducidas y no calzan con las piezas.,4,textil
964,Increíble calidad. Quedó espectacular en el living. También el diseño es precioso y funcional a la vez.,5,electronica
965,"No lo recomiendo para nada. Compré una agenda 2026 Bosque Design y se despegó una parte a la semana de uso. Por si fuera poco, el acabado tiene burbujas y marcas de fábrica. No compraría de nuevo en esta tienda.",1,papeleria
966,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó.,4,papeleria
967,No cumplió del todo mis expectativas. La mesa de centro de Rukan el envío se demoró casi tres semanas más de lo prometido.,2,mueble
968,Muy buena compra en general. La calidad de los materiales superó mis expectativas.,4,mueble
969,Bastante conforme con el producto. Combina perfecto con el resto de mi decoración.,4,papeleria
970,"Superó mis expectativas. El proceso de compra y despacho fue impecable. Y de paso, el acabado se ve mucho más caro de lo que costó.",5,mueble
971,"Muy recomendado. Se nota el cuidado en los detalles y terminaciones. Además, el acabado se ve mucho más caro de lo que costó.",5,textil
972,"Esperaba mucho más por el precio que pagué. Compré un closet modular Casa Sur y venía con una pieza rota dentro de la caja. Además, llegó con un rayón visible en la superficie. Por si fuera poco, el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, las instrucciones de armado están mal traducidas y no calzan con las piezas. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
973,"No cumplió del todo mis expectativas. El cuaderno de diseño de Casa Sur olía fuerte a químico los primeros días. Eso sí, es exactamente como se veía en las fotos.",2,papeleria
974,Muy recomendado. El acabado se ve mucho más caro de lo que costó.,5,iluminacion
975,"Esperaba algo mejor, la verdad. La silla de Norden se despegó una parte a la semana de uso. Eso sí, llegó antes de lo prometido y muy bien embalado.",2,mueble
976,"Muy decepcionado con esta compra. Compré una funda de sofá Cordillera Home y el material se siente mucho más barato de lo que se ve en las fotos. Para peor, tuve que pagar de mi bolsillo la devolución, algo que no avisaron.",1,textil
977,Muy buena compra en general. Se nota el cuidado en los detalles y terminaciones.,4,mueble
978,"Esperaba mucho más por el precio que pagué. Compré una repisa Casa Sur y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Por si fuera poco, las instrucciones de armado están mal traducidas y no calzan con las piezas. Por si fuera poco, llegó con un rayón visible en la superficie. Por si fuera poco, el material se siente mucho más barato de lo que se ve en las fotos. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
979,Muy decepcionado con esta compra. Compré una lámpara de pie Lumina y las instrucciones de armado están mal traducidas y no calzan con las piezas. Y lo peor: el servicio al cliente no respondió ningún correo. Y lo peor: el acabado tiene burbujas y marcas de fábrica. Definitivamente no vale lo que cuesta.,1,iluminacion
980,"Perfecto, tal cual se describe. El proceso de compra y despacho fue impecable.",5,electronica
981,"Una de las peores experiencias de compra que he tenido. Compré un cuaderno de diseño Rukan y el acabado tiene burbujas y marcas de fábrica. Además, el color no se parece nada a la foto del sitio. Una lástima, esperaba mucho más de esta marca.",1,papeleria
982,Superó mis expectativas. Quedó espectacular en el living.,5,electronica
983,"Perfecto, tal cual se describe. El acabado se ve mucho más caro de lo que costó.",5,mueble
984,"No lo recomiendo para nada. Compré un banco Fabril y se despegó una parte a la semana de uso. Además, el color no se parece nada a la foto del sitio. No compraría de nuevo en esta tienda.",1,mueble
985,"Una de las peores experiencias de compra que he tenido. Compré un closet modular Estudio Maule y el envío se demoró casi tres semanas más de lo prometido. Y lo peor: el acabado tiene burbujas y marcas de fábrica. Sumado a eso, las instrucciones de armado están mal traducidas y no calzan con las piezas. Para peor, llegó con un rayón visible en la superficie. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
986,"Muy decepcionado con esta compra. Compré una alfombra Casa Sur y venía con una pieza rota dentro de la caja. Por si fuera poco, se despegó una parte a la semana de uso. Para peor, llegó golpeado por todos lados, el embalaje era pésimo. Una lástima, esperaba mucho más de esta marca.",1,textil
987,"Increíble calidad. Es súper fácil de armar, en 10 minutos estaba listo. También el diseño es precioso y funcional a la vez.",5,textil
988,"Tiene varios detalles que no me convencieron. El mouse inalámbrico de Casa Sur el envío se demoró casi tres semanas más de lo prometido. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,electronica
989,"Una de las peores experiencias de compra que he tenido. Compré un colgante LED Casa Sur y faltaban tornillos y tuve que comprarlos por mi cuenta. Y lo peor: olía fuerte a químico los primeros días. Sumado a eso, venía con una pieza rota dentro de la caja.",1,iluminacion
990,"No cumplió del todo mis expectativas. La mesa de centro de Norden venía con una pieza rota dentro de la caja. Eso sí, la calidad de los materiales superó mis expectativas.",2,mueble
991,No cumplió del todo mis expectativas. El velador de Norden se despegó una parte a la semana de uso.,2,mueble
992,Alfombra de Fabril: funciona bien pero el color es más apagado de lo que pensé.,3,textil
993,No cumplió del todo mis expectativas. La cortina de Fabril el color no se parece nada a la foto del sitio.,2,textil
994,"Perfecto, tal cual se describe. Es exactamente como se veía en las fotos.",5,iluminacion
995,"¡Excelente! El diseño es precioso y funcional a la vez. Además, la calidad de los materiales superó mis expectativas.",5,mueble
996,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo. Y de paso, combina perfecto con el resto de mi decoración.",5,papeleria
997,Muy buena compra en general. Es exactamente como se veía en las fotos.,4,iluminacion
998,"Tiene varios detalles que no me convencieron. La cinta LED de Fabril el servicio al cliente no respondió ningún correo. Eso sí, es súper fácil de armar, en 10 minutos estaba listo.",2,iluminacion
999,¡Excelente! Quedó espectacular en el living.,5,textil
1000,¡Excelente! Combina perfecto con el resto de mi decoración. También la calidad de los materiales superó mis expectativas.,5,electronica
1001,"Una de las peores experiencias de compra que he tenido. Compré un banco Rukan y el color no se parece nada a la foto del sitio. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. Pedí el reembolso y no pienso volver a comprar acá.",1,mueble
1002,"Realmente una mala experiencia de principio a fin. Compré una mesa de centro Fabril y faltaban tornillos y tuve que comprarlos por mi cuenta. Por si fuera poco, olía fuerte a químico los primeros días. Por si fuera poco, llegó con un rayón visible en la superficie. Para peor, el color no se parece nada a la foto del sitio. No compraría de nuevo en esta tienda.",1,mueble
1003,"Muy decepcionado con esta compra. Compré una silla Casa Sur y se despegó una parte a la semana de uso. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo.",1,mueble
1004,No cumplió del todo mis expectativas. El banco de Rukan el color no se parece nada a la foto del sitio.,2,mueble
1005,"Una de las peores experiencias de compra que he tenido. Compré un aplique de pared Tallerín y el color no se parece nada a la foto del sitio. Para peor, las instrucciones de armado están mal traducidas y no calzan con las piezas. Para peor, el servicio al cliente no respondió ningún correo. Pedí el reembolso y no pienso volver a comprar acá.",1,iluminacion
1006,Increíble calidad. Se nota el cuidado en los detalles y terminaciones.,5,mueble
1007,"Una de las peores experiencias de compra que he tenido. Compré un velador con luz Norden y faltaban tornillos y tuve que comprarlos por mi cuenta. Sumado a eso, el material se siente mucho más barato de lo que se ve en las fotos. Y lo peor: el servicio al cliente no respondió ningún correo. Además, llegó con un rayón visible en la superficie. Una lástima, esperaba mucho más de esta marca.",1,iluminacion
